;0.4;0.5;0.6;0.7;0.8;0.9;1;1.1;1.2;1.3;1.4;1.5
0.5;37;43;48;53;58;63;68;73;78;83;88;94
0.6;42;47;52;57;63;68;74;79;84;90;95;100
0.7;45;51;57;62;68;73;79;85;90;96;101;107
0.8;50;55;61;67;73;79;84;90;96;102;108;113
0.9;54;60;66;72;78;84;90;96;102;108;114;120
1;58;64;70;76;83;89;95;102;108;114;120;127
1.1;62;68;75;81;88;94;101;107;114;120;127;133
1.2;66;72;79;86;93;99;106;113;119;127;133;140
1.3;70;77;84;91;98;105;112;119;126;132;140;147
1.4;74;81;88;95;103;110;117;124;132;139;146;153
1.5;78;85;93;100;108;115;123;130;137;145;152;160
1.6;82;90;97;105;112;120;128;136;143;151;159;166
1.7;86;94;102;110;118;125;133;141;149;157;165;173
1.8;90;98;106;114;123;131;139;147;155;163;171;180
